Time	SW	Snore	Flow	SpO2_Events	HR	Position	Activity	SpO2	Thorax	Abdomen	Pleth	Pulse
01:43:00	Sleep	420	1.88	2	82	Supine	147	98	0.69	1.18	1.03	94
01:43:30	Sleep	486	1.82	2	97	Left	107	98	0.8	0.93	0.84	58
01:44:00	Wake	507	-1.64	2	78	Upright	0	92	2.5	1.31	0.86	97
01:44:30	Sleep	92	-0.57	1	63	Left	187	94	2.08	2.46	1.11	99
01:45:00	Sleep	558	-1.86	2	74	Left	89	99	2.37	1.51	0.82	93
01:45:30	Wake	96	-1.33	3	74	Supine	177	91	0.52	0.86	1.18	82
01:46:00	Sleep	506	1.32	3	98	Supine	21	96	1.6	2.24	1.14	86
01:46:30	Wake	361	-0.64	0	59	Supine	69	97	1.6	1.15	0.9	76
01:47:00	Sleep	345	0.49	0	74	Supine	13	91	2.02	2.45	1.18	86
01:47:30	Sleep	108	-0.69	3	62	Left	150	99	2.04	1.07	1.09	84
01:48:00	Wake	240	-1.47	1	76	Upright	60	90	1.79	0.79	1.09	62
01:48:30	Wake	476	-0.77	3	65	Left	88	94	2.13	0.55	0.92	81
01:49:00	Wake	418	-0.99	0	68	Upright	153	90	1.57	2.37	1.03	99
01:49:30	Sleep	558	0.24	3	56	Supine	66	93	2.41	0.74	1.2	78
01:50:00	Wake	239	-0.11	1	58	Upright	36	92	1.76	0.77	0.95	67
01:50:30	Sleep	295	0.55	0	63	Supine	117	99	1.66	0.7	0.99	75
01:51:00	Wake	373	-0.15	0	93	Right	49	95	0.68	0.66	1.14	72
01:51:30	Sleep	70	-1.27	0	74	Supine	39	97	1.7	1.71	1.02	57
01:52:00	Sleep	15	-0.67	1	67	Upright	99	96	2.2	1.63	1.17	57
01:52:30	Wake	248	-1.99	1	71	Left	138	92	1.13	0.78	0.91	70
01:53:00	Wake	416	-1.94	1	63	Upright	90	95	1.23	1.71	0.91	57
01:53:30	Sleep	503	-1.87	1	92	Left	6	99	1.82	1.46	1.18	76
01:54:00	Wake	533	-1.48	2	59	Left	199	91	2.29	0.64	1.17	55
01:54:30	Sleep	220	-1.14	3	78	Upright	3	99	1.01	0.99	1.13	85
01:55:00	Sleep	482	-0.77	2	73	Left	93	98	2.44	0.98	0.87	63
01:55:30	Wake	425	0.97	2	74	Right	23	93	1.75	1.46	0.91	88
01:56:00	Sleep	445	-1.55	1	89	Supine	90	100	0.72	2.03	1.06	83
01:56:30	Sleep	561	-1.81	1	98	Supine	104	91	1.62	1.6	1.1	61
01:57:00	Wake	121	1.19	2	95	Upright	132	98	2.28	1.14	0.89	63
01:57:30	Wake	288	0.03	3	60	Right	24	99	1.11	2.48	0.9	55
01:58:00	Sleep	590	0.93	1	63	Left	119	100	1.52	0.64	0.96	92
01:58:30	Wake	153	-1.06	3	91	Supine	22	100	1.57	1.25	1.15	81
01:59:00	Sleep	264	0.85	1	78	Supine	55	96	2.39	0.5	1.19	59
01:59:30	Sleep	90	1.53	3	59	Supine	196	91	1.7	2.1	0.91	86
02:00:00	Sleep	558	1.48	0	76	Left	196	94	1.07	2.37	0.97	65
02:00:30	Wake	387	-0.64	0	63	Right	141	90	2.14	1.71	0.86	67
02:01:00	Sleep	44	1.49	2	80	Left	162	97	1.09	1.82	0.81	94
02:01:30	Wake	428	-1.77	3	93	Supine	0	99	1.87	1.94	1.03	72
02:02:00	Sleep	50	0.21	3	98	Right	24	90	1.57	1.14	1.2	79
02:02:30	Wake	542	-1.57	2	89	Left	117	100	1.44	2.21	1.04	84
02:03:00	Sleep	358	1.65	2	79	Left	33	97	0.77	2.31	1.09	64
02:03:30	Wake	57	1.39	2	77	Supine	38	94	2.24	0.79	1.0	63
02:04:00	Wake	595	1.04	2	70	Right	140	99	1.7	1.58	1.14	87
02:04:30	Wake	368	1.6	1	86	Supine	33	95	1.4	2.03	1.0	59
02:05:00	Sleep	305	1.4	2	66	Upright	183	96	0.55	1.59	1.12	92
02:05:30	Wake	327	1.04	2	71	Left	125	93	1.13	2.43	1.09	99
02:06:00	Sleep	537	-1.17	0	96	Supine	107	96	1.68	2.37	1.06	72
02:06:30	Wake	319	1.09	2	88	Right	164	91	2.04	0.8	0.98	98
02:07:00	Wake	488	0.24	1	91	Supine	33	94	0.61	1.62	0.8	69
02:07:30	Sleep	11	0.68	0	65	Left	126	93	0.56	1.02	0.81	86
02:08:00	Wake	474	1.84	0	73	Upright	9	93	1.12	1.98	1.18	94
02:08:30	Wake	117	-0.38	2	82	Left	58	96	0.57	0.84	0.98	76
02:09:00	Wake	129	0.63	3	71	Supine	59	99	2.22	2.45	1.15	83
02:09:30	Sleep	150	1.56	0	86	Left	193	93	2.42	0.79	0.97	55
02:10:00	Wake	277	-0.66	2	73	Right	119	95	0.74	1.29	1.01	91
02:10:30	Sleep	345	-0.33	1	86	Supine	130	94	1.16	0.51	1.04	86
02:11:00	Wake	516	1.53	0	82	Right	115	96	0.54	2.15	0.89	79
02:11:30	Wake	171	0.31	2	61	Right	14	98	0.67	1.05	1.09	69
02:12:00	Wake	428	1.24	1	61	Upright	143	100	2.13	1.03	0.88	62
02:12:30	Sleep	568	-0.19	3	96	Upright	83	95	1.51	2.05	0.93	94
02:13:00	Sleep	439	0.73	0	59	Upright	176	90	2.15	0.61	0.99	69
02:13:30	Wake	427	1.22	3	99	Supine	115	92	0.73	1.35	1.15	95
02:14:00	Sleep	463	0.53	3	85	Right	61	92	0.69	1.97	0.96	65
02:14:30	Wake	212	-0.32	1	81	Upright	181	90	2.08	1.49	0.8	72
02:15:00	Sleep	359	-1.83	1	70	Upright	176	96	2.03	1.29	1.12	66
02:15:30	Sleep	92	0.73	2	70	Left	64	95	1.14	2.14	0.94	79
02:16:00	Sleep	43	-0.86	3	86	Right	191	92	1.87	1.92	1.12	74
02:16:30	Wake	96	-0.84	0	94	Upright	186	91	0.79	1.59	0.96	76
02:17:00	Sleep	143	1.0	0	80	Left	133	91	2.42	1.59	1.08	78
02:17:30	Wake	432	-1.06	1	55	Supine	168	92	2.41	1.19	1.17	82
02:18:00	Wake	496	-1.91	3	99	Upright	145	96	1.23	2.42	1.13	55
02:18:30	Wake	93	-1.82	2	76	Supine	83	96	2.03	1.8	0.83	100
02:19:00	Sleep	434	-1.56	3	61	Right	152	99	2.37	1.98	0.98	88
02:19:30	Wake	326	-1.53	1	72	Upright	137	99	0.65	0.51	1.02	87
02:20:00	Wake	598	-0.99	2	92	Upright	189	98	0.71	0.94	1.16	83
02:20:30	Wake	498	-0.27	3	92	Left	173	91	2.15	1.21	1.12	80
02:21:00	Sleep	140	-1.75	3	62	Upright	77	95	1.18	1.38	0.96	80
02:21:30	Wake	170	0.46	2	64	Supine	162	91	1.92	1.15	0.85	74
02:22:00	Sleep	443	1.36	3	65	Supine	77	98	1.93	1.3	1.08	91
02:22:30	Sleep	52	0.5	2	95	Upright	65	96	1.36	0.56	0.95	97
02:23:00	Sleep	117	-0.87	3	95	Right	16	96	2.17	1.99	1.18	64
02:23:30	Sleep	19	1.14	0	83	Upright	117	93	1.67	0.83	1.04	63
02:24:00	Wake	357	-0.25	1	98	Left	134	90	0.99	2.29	1.02	70
02:24:30	Wake	325	-1.02	0	72	Upright	197	91	1.53	2.11	1.06	98
02:25:00	Wake	472	-1.13	3	72	Upright	75	97	1.12	1.96	1.15	67
02:25:30	Sleep	133	-0.82	2	79	Left	9	93	0.61	0.9	0.91	68
02:26:00	Wake	526	-0.56	1	94	Supine	195	90	1.42	1.67	0.91	94
02:26:30	Sleep	264	-1.7	1	58	Left	73	97	1.28	2.35	0.83	89
02:27:00	Wake	103	1.67	1	61	Upright	139	98	2.32	0.98	0.84	89
02:27:30	Wake	226	-1.05	1	86	Supine	130	95	1.08	1.66	0.88	93
02:28:00	Wake	230	-0.66	0	81	Right	100	91	0.87	1.77	0.99	69
02:28:30	Wake	307	-0.76	1	92	Left	88	98	1.09	1.07	1.04	78
02:29:00	Wake	95	0.03	1	70	Right	104	96	1.59	0.51	1.18	81
02:29:30	Wake	203	1.86	1	71	Supine	5	99	1.27	2.49	0.88	84
02:30:00	Sleep	163	0.86	1	97	Upright	33	95	1.71	1.98	1.11	61
02:30:30	Sleep	305	-1.69	3	79	Right	86	95	0.55	2.32	1.14	70
02:31:00	Wake	325	1.06	0	72	Supine	65	94	0.7	1.96	0.95	57
02:31:30	Sleep	77	0.26	1	84	Upright	77	92	2.37	2.06	1.11	61
02:32:00	Wake	567	0.35	0	67	Upright	36	100	1.38	0.76	1.04	61
02:32:30	Sleep	589	-1.4	2	68	Supine	178	96	2.44	1.1	1.09	94
02:33:00	Wake	39	-1.23	1	88	Supine	166	93	1.78	2.05	0.88	66
02:33:30	Sleep	8	-0.37	2	62	Supine	16	91	1.19	2.47	1.14	94
02:34:00	Wake	463	-1.52	3	87	Upright	182	100	2.09	1.85	0.87	96
02:34:30	Sleep	514	0.59	3	83	Right	65	91	1.56	1.36	0.88	67
02:35:00	Wake	367	1.67	3	68	Left	149	93	1.74	1.13	0.94	89
02:35:30	Wake	68	-1.25	2	55	Right	78	97	1.32	1.27	1.13	70
02:36:00	Wake	304	-0.92	1	57	Left	47	90	0.92	1.22	0.98	85
02:36:30	Sleep	151	-0.3	2	56	Left	12	95	1.04	1.74	0.93	87
02:37:00	Sleep	547	-0.51	1	66	Upright	156	92	0.63	2.16	1.14	84
02:37:30	Sleep	133	0.15	0	94	Supine	89	94	1.32	1.21	1.19	93
02:38:00	Wake	185	-1.51	2	92	Right	34	98	2.28	1.44	1.12	77
02:38:30	Sleep	408	1.86	0	62	Left	117	98	1.96	0.7	0.87	65
02:39:00	Wake	517	1.97	0	72	Right	17	93	1.33	2.27	1.17	69
02:39:30	Wake	101	-0.06	0	65	Right	23	92	0.81	0.91	0.86	81
02:40:00	Sleep	34	0.25	3	97	Right	200	98	1.19	0.85	0.95	80
02:40:30	Wake	49	-1.07	3	84	Left	27	91	1.46	1.12	0.86	93
02:41:00	Wake	151	1.96	2	70	Supine	175	92	1.94	0.63	0.92	59
02:41:30	Sleep	532	0.59	0	79	Supine	160	97	0.56	1.83	0.86	75
02:42:00	Wake	452	-0.67	2	71	Supine	63	95	1.05	1.07	0.99	95
02:42:30	Sleep	36	0.93	3	100	Right	130	90	1.0	1.23	0.88	61
02:43:00	Sleep	273	0.66	0	90	Upright	55	91	1.88	1.73	1.17	79
02:43:30	Wake	232	-0.5	1	86	Right	163	99	1.03	1.4	0.89	83
02:44:00	Sleep	412	-0.27	0	85	Right	67	95	1.18	1.78	1.0	83
02:44:30	Wake	156	0.83	3	87	Supine	48	98	1.51	2.46	1.0	99
02:45:00	Sleep	441	1.85	2	72	Right	139	98	0.55	1.0	1.16	67
02:45:30	Sleep	323	1.16	2	67	Left	69	95	2.17	1.17	0.86	72
02:46:00	Wake	59	1.45	3	89	Left	170	93	1.81	1.79	0.89	78
02:46:30	Wake	338	-1.18	1	88	Supine	147	99	0.71	2.36	0.81	92
02:47:00	Sleep	418	-0.0	1	72	Right	125	99	0.97	2.44	0.87	74
02:47:30	Wake	86	-0.92	3	85	Left	17	95	0.69	1.43	1.05	68
02:48:00	Wake	518	1.83	0	97	Supine	125	97	2.4	1.41	1.17	81
02:48:30	Wake	199	1.42	3	85	Upright	155	93	1.69	1.66	0.94	97
02:49:00	Sleep	303	0.03	0	92	Right	65	100	1.3	1.18	1.08	79
02:49:30	Sleep	335	-1.3	0	84	Left	62	97	1.8	2.15	0.99	71
02:50:00	Wake	162	0.83	1	56	Left	54	90	2.1	0.66	0.88	96
02:50:30	Wake	8	-0.95	1	68	Upright	123	94	0.74	0.6	0.84	99
02:51:00	Sleep	325	1.02	0	70	Supine	141	97	0.7	1.92	0.92	92
02:51:30	Wake	300	0.34	0	65	Left	176	99	2.37	2.09	1.12	64
02:52:00	Sleep	216	-1.29	2	61	Left	125	91	0.51	1.32	1.05	85
02:52:30	Sleep	573	0.05	0	93	Right	132	91	2.09	0.88	1.1	96
02:53:00	Sleep	167	0.75	2	63	Right	176	92	2.28	1.63	1.02	86
02:53:30	Sleep	27	1.2	0	87	Right	40	98	0.68	2.02	0.92	88
02:54:00	Wake	67	-1.42	3	96	Left	142	99	1.9	2.13	1.1	95
02:54:30	Sleep	402	1.98	1	74	Left	15	98	2.41	0.79	1.04	78
02:55:00	Sleep	162	-0.8	3	76	Right	177	96	1.73	1.47	1.19	100
02:55:30	Sleep	206	-0.85	0	92	Upright	66	97	1.42	1.73	1.19	74
02:56:00	Wake	131	-0.01	0	55	Right	108	98	2.05	1.17	1.02	70
02:56:30	Sleep	193	-1.93	0	59	Supine	25	99	1.01	1.93	1.19	61
02:57:00	Sleep	548	-0.93	0	94	Left	161	96	1.77	1.45	1.05	83
02:57:30	Wake	234	-1.66	1	89	Upright	159	100	2.29	0.69	0.94	68
02:58:00	Wake	507	-0.38	3	100	Upright	146	99	1.71	1.48	1.19	70
02:58:30	Wake	513	-1.79	1	61	Right	115	92	2.48	1.25	1.04	98
02:59:00	Wake	578	0.92	2	94	Supine	73	91	2.06	1.08	1.19	86
02:59:30	Wake	81	1.23	3	68	Upright	177	91	1.86	2.07	1.03	89
03:00:00	Sleep	180	1.45	0	64	Left	10	97	1.66	0.99	0.91	88
03:00:30	Wake	336	1.47	0	70	Right	172	94	1.09	2.34	0.97	85
03:01:00	Wake	147	0.12	0	90	Right	0	100	0.55	1.34	0.97	72
03:01:30	Sleep	196	-0.93	0	88	Supine	31	95	0.56	1.82	1.11	72
03:02:00	Wake	87	-0.54	1	82	Supine	9	91	1.51	1.12	0.85	78
03:02:30	Wake	542	-0.51	2	77	Right	11	93	2.27	2.42	0.94	86
03:03:00	Sleep	589	-1.17	2	75	Supine	125	100	0.85	1.12	0.86	66
03:03:30	Sleep	418	-0.36	2	76	Right	166	97	2.39	1.27	1.2	99
03:04:00	Sleep	139	0.92	0	82	Right	176	98	1.31	1.44	1.16	86
03:04:30	Wake	505	-1.58	2	63	Upright	9	98	1.4	1.66	0.98	83
03:05:00	Sleep	556	-1.78	0	59	Left	52	92	0.99	1.25	1.0	66
03:05:30	Wake	336	-0.66	1	78	Upright	12	91	2.25	0.63	0.88	75
03:06:00	Wake	142	-0.28	3	94	Right	174	96	0.99	2.09	1.05	57
03:06:30	Sleep	250	-0.96	3	62	Left	198	98	1.93	1.64	1.01	97
03:07:00	Sleep	125	0.28	0	94	Upright	117	93	2.35	2.16	0.94	63
03:07:30	Sleep	525	0.82	1	74	Right	131	93	1.65	0.6	1.07	63
03:08:00	Sleep	318	0.23	1	94	Supine	141	91	1.68	1.15	1.16	61
03:08:30	Sleep	125	-1.42	2	65	Upright	123	100	1.25	1.68	0.9	57
03:09:00	Sleep	47	-0.92	0	76	Left	169	91	2.16	1.8	0.96	57
03:09:30	Sleep	573	-0.93	0	87	Left	13	90	1.21	1.28	0.83	84
03:10:00	Sleep	390	1.46	1	79	Right	49	90	0.64	1.26	0.86	93
03:10:30	Sleep	344	-1.05	3	85	Left	184	92	0.76	1.94	1.15	61
03:11:00	Sleep	314	-0.16	3	55	Upright	33	95	1.45	1.33	0.95	58
03:11:30	Sleep	371	-1.2	3	64	Left	158	94	2.32	2.49	1.16	67
03:12:00	Wake	174	-0.94	2	79	Right	30	98	1.06	1.86	1.13	70
03:12:30	Wake	8	-0.21	3	72	Upright	116	100	1.42	2.09	1.1	93
03:13:00	Wake	406	0.32	3	70	Right	112	96	2.16	1.19	0.96	98
03:13:30	Sleep	198	-0.11	0	77	Left	197	94	0.71	0.74	0.85	100
03:14:00	Sleep	575	0.73	0	84	Upright	92	93	1.13	2.26	0.81	95
03:14:30	Wake	18	-1.28	2	90	Supine	138	93	0.94	1.49	0.95	82
03:15:00	Wake	177	0.75	3	80	Supine	163	93	1.94	1.28	0.96	93
03:15:30	Sleep	57	1.27	1	70	Left	22	93	2.44	1.91	0.86	90
03:16:00	Sleep	264	0.79	2	75	Supine	43	95	0.55	2.29	1.09	89
03:16:30	Wake	313	1.02	2	71	Supine	30	93	2.04	1.24	1.12	71
03:17:00	Sleep	219	1.05	1	63	Right	136	96	2.06	1.27	1.07	56
03:17:30	Wake	502	-1.46	3	94	Left	12	92	2.42	1.49	0.92	84
03:18:00	Wake	295	1.18	0	74	Supine	138	93	1.44	1.0	0.94	70
03:18:30	Sleep	110	0.4	1	57	Upright	150	90	1.67	0.99	0.98	99
03:19:00	Sleep	121	-0.68	3	62	Supine	116	98	2.33	1.65	0.95	96
03:19:30	Wake	40	1.3	1	59	Left	153	100	2.02	1.02	0.95	98
03:20:00	Wake	161	1.06	2	72	Right	97	92	2.1	1.57	0.96	85
03:20:30	Wake	95	-0.58	1	62	Right	160	94	2.02	1.86	1.1	66
03:21:00	Sleep	577	0.94	1	98	Left	191	95	0.99	2.23	1.18	86
03:21:30	Wake	291	-0.37	0	71	Left	132	97	0.55	1.51	1.08	67
03:22:00	Wake	356	-1.05	3	69	Upright	5	100	2.14	1.27	1.05	90
03:22:30	Wake	183	-1.59	1	59	Left	154	92	1.16	1.1	0.89	70
03:23:00	Sleep	170	-1.71	0	96	Supine	17	91	1.82	0.79	1.06	96
03:23:30	Sleep	299	-0.76	0	70	Supine	188	96	1.07	1.62	0.91	84
03:24:00	Sleep	80	1.61	3	56	Left	22	99	2.18	1.98	0.94	87
03:24:30	Sleep	286	0.32	3	97	Upright	170	100	1.95	0.96	1.14	100
03:25:00	Wake	302	-0.33	0	94	Right	159	94	1.38	1.72	0.98	76
03:25:30	Wake	451	1.21	1	64	Right	120	92	1.52	2.42	1.08	65
03:26:00	Wake	327	0.39	3	72	Left	190	90	1.32	1.61	0.89	99
03:26:30	Sleep	356	-0.71	2	75	Supine	81	90	1.31	1.48	0.93	76
03:27:00	Wake	139	-0.01	1	69	Left	137	99	1.48	1.54	1.09	92
03:27:30	Wake	577	-1.71	0	60	Right	128	94	2.06	1.89	1.09	82
03:28:00	Wake	597	-1.45	1	68	Upright	176	90	1.88	0.76	1.01	80
03:28:30	Wake	235	1.36	1	82	Supine	151	96	2.3	1.94	1.1	73
03:29:00	Sleep	289	1.04	0	57	Right	132	98	1.23	1.62	1.1	69
03:29:30	Sleep	34	1.05	1	91	Upright	44	98	0.83	1.37	0.95	89
03:30:00	Sleep	518	-1.33	2	72	Left	17	98	1.68	2.31	1.05	57
03:30:30	Sleep	516	0.83	3	76	Supine	179	98	1.41	2.08	0.81	55
03:31:00	Sleep	283	-1.85	2	57	Right	114	91	1.33	1.81	0.85	63
03:31:30	Sleep	562	1.13	3	81	Left	71	100	2.42	0.54	0.81	57
03:32:00	Sleep	363	1.48	1	75	Left	171	93	2.29	1.73	0.93	77
03:32:30	Wake	566	-0.83	1	65	Upright	13	94	1.03	2.03	1.2	91
03:33:00	Sleep	91	-0.89	2	66	Right	125	96	2.02	1.49	1.05	87
03:33:30	Sleep	510	-0.93	1	71	Left	181	94	1.34	1.39	1.08	74
03:34:00	Sleep	188	1.2	1	100	Upright	135	94	1.09	2.48	0.9	96
03:34:30	Wake	347	1.63	1	65	Right	122	94	2.22	0.81	0.95	82
03:35:00	Sleep	211	1.48	0	68	Left	43	93	1.49	1.73	1.02	90
03:35:30	Wake	404	-0.64	2	76	Supine	50	98	0.9	0.7	0.97	60
03:36:00	Wake	231	0.09	3	96	Supine	28	96	1.31	1.74	0.89	100
03:36:30	Sleep	222	0.6	1	81	Left	93	98	0.74	0.6	1.12	83
03:37:00	Wake	35	0.13	0	87	Left	196	97	0.55	1.97	0.96	74
03:37:30	Sleep	93	-0.18	0	62	Left	107	98	0.89	1.76	0.83	86
03:38:00	Sleep	588	-0.46	0	91	Upright	37	92	1.81	1.25	0.82	61
03:38:30	Wake	498	1.72	0	97	Right	88	97	1.12	1.25	0.88	71
03:39:00	Sleep	18	-1.22	3	88	Right	3	90	0.98	0.92	1.01	56
03:39:30	Wake	589	-0.59	3	95	Left	168	92	0.7	2.17	0.83	75
03:40:00	Sleep	214	-0.69	3	59	Upright	98	95	1.53	1.75	1.14	57
03:40:30	Wake	158	0.87	1	100	Supine	66	94	0.93	1.93	0.86	56
03:41:00	Wake	596	1.66	1	57	Right	79	100	1.86	2.11	1.09	66
03:41:30	Wake	445	1.76	2	89	Right	128	99	2.42	1.22	0.81	89
03:42:00	Wake	133	1.1	2	76	Left	154	91	1.53	2.44	1.19	100
03:42:30	Sleep	173	-0.83	0	86	Supine	109	94	2.44	1.69	1.2	65
03:43:00	Sleep	344	0.91	2	93	Left	6	91	1.68	1.38	0.99	62
03:43:30	Sleep	367	0.67	1	95	Right	29	92	1.08	0.82	1.17	56
03:44:00	Wake	45	0.62	0	59	Left	79	96	1.73	2.5	0.86	74
03:44:30	Wake	232	-1.16	2	94	Supine	51	94	1.23	1.26	0.83	67
03:45:00	Wake	200	-0.29	0	94	Right	100	93	1.72	1.33	0.83	86
03:45:30	Sleep	495	-1.17	3	81	Left	56	92	1.53	0.58	0.92	89
03:46:00	Sleep	320	0.24	1	94	Supine	88	93	2.28	2.35	0.92	87
03:46:30	Sleep	570	0.85	2	59	Left	84	99	2.12	2.4	1.02	77
03:47:00	Sleep	266	-1.76	1	55	Right	76	99	2.1	2.44	0.94	91
03:47:30	Wake	532	1.12	3	70	Upright	107	90	1.43	0.65	0.81	90
03:48:00	Wake	502	1.47	0	76	Upright	161	99	1.26	1.85	1.15	64
03:48:30	Sleep	514	-1.04	1	61	Right	2	93	0.68	2.45	1.19	90
03:49:00	Sleep	89	0.14	1	98	Left	120	92	1.4	1.65	0.89	79
03:49:30	Wake	364	-1.84	1	82	Left	105	97	0.86	1.45	0.96	57
03:50:00	Wake	266	-0.57	0	76	Left	50	94	1.74	1.53	0.82	91
03:50:30	Wake	329	-0.43	1	84	Left	20	100	1.12	2.31	0.99	97
03:51:00	Sleep	354	1.35	0	63	Left	161	100	0.92	1.58	1.07	82
03:51:30	Sleep	481	1.8	3	91	Supine	93	98	0.99	0.73	0.92	67
03:52:00	Sleep	61	0.16	1	73	Upright	102	97	1.26	0.68	1.02	58
03:52:30	Sleep	96	-0.43	0	79	Right	90	100	1.84	1.79	1.14	64
03:53:00	Sleep	159	1.21	3	85	Right	173	96	0.72	1.46	1.15	62
03:53:30	Sleep	280	-1.66	2	72	Supine	129	99	1.62	1.39	1.07	80
03:54:00	Sleep	102	-1.38	3	57	Left	186	98	1.38	1.97	0.88	78
03:54:30	Wake	123	0.37	2	68	Left	89	95	2.42	0.74	0.85	84
03:55:00	Sleep	349	0.11	0	71	Left	45	93	2.44	1.96	1.17	61
03:55:30	Sleep	270	1.76	1	70	Upright	28	100	2.09	2.12	1.07	83
03:56:00	Sleep	276	0.9	3	81	Supine	17	92	1.68	0.99	1.18	60
03:56:30	Wake	589	1.05	1	63	Supine	151	91	0.57	1.03	1.0	68
03:57:00	Wake	85	-1.26	3	91	Left	90	95	1.73	0.83	0.89	79
03:57:30	Sleep	198	1.75	1	92	Supine	133	97	0.72	2.05	1.01	66
03:58:00	Wake	86	1.58	0	94	Supine	28	96	2.46	0.54	1.04	59
03:58:30	Wake	369	1.07	0	66	Left	68	91	2.43	1.83	0.94	91
03:59:00	Wake	97	0.09	2	91	Upright	170	96	2.16	1.49	1.08	97
03:59:30	Wake	80	0.9	3	77	Supine	44	99	2.04	2.12	1.09	88
04:00:00	Wake	40	1.27	3	95	Right	34	93	0.99	1.09	1.13	85
04:00:30	Sleep	139	-1.55	1	94	Supine	67	93	2.15	1.59	0.97	69
04:01:00	Wake	560	0.9	3	62	Upright	72	92	0.63	1.86	1.19	84
04:01:30	Wake	218	0.78	1	56	Left	118	100	0.76	0.98	0.95	66
04:02:00	Sleep	237	-0.14	3	98	Left	31	96	1.94	1.46	1.12	62
04:02:30	Wake	260	0.52	1	85	Left	81	91	1.33	0.86	0.82	93
04:03:00	Wake	280	1.85	0	69	Upright	50	90	0.78	2.27	0.86	80
04:03:30	Wake	578	0.42	3	63	Right	6	90	1.69	2.31	1.11	93
04:04:00	Wake	511	0.2	1	80	Upright	105	90	1.61	0.93	0.87	65
04:04:30	Sleep	40	0.46	0	64	Supine	139	96	2.46	2.24	0.82	65
04:05:00	Wake	474	1.49	2	73	Upright	69	95	1.46	1.4	1.03	89
04:05:30	Wake	355	1.14	0	65	Supine	164	91	1.05	2.29	0.98	77
04:06:00	Wake	1	1.07	1	74	Right	123	92	0.83	0.81	1.2	68
04:06:30	Sleep	282	-1.7	2	68	Left	85	97	2.38	1.15	1.19	85
04:07:00	Sleep	132	1.92	3	70	Supine	167	100	2.46	1.88	1.12	61
04:07:30	Wake	375	0.96	1	81	Left	87	99	0.99	0.51	0.82	57
04:08:00	Wake	56	0.15	0	93	Upright	170	93	2.39	1.85	0.98	61
04:08:30	Wake	579	-1.72	1	65	Left	87	91	1.98	1.16	0.97	81
04:09:00	Sleep	48	-0.86	0	64	Right	30	96	1.62	1.21	1.01	67
04:09:30	Sleep	489	-1.94	0	93	Supine	68	94	1.78	1.29	1.02	67
04:10:00	Wake	80	0.74	1	57	Left	83	93	1.48	1.76	0.86	84
04:10:30	Wake	153	1.59	2	69	Upright	84	90	1.13	1.54	1.11	100
04:11:00	Wake	443	-1.12	0	74	Supine	131	93	1.0	1.08	1.15	72
04:11:30	Sleep	116	-1.05	3	82	Supine	158	94	1.85	1.35	1.02	60
04:12:00	Wake	46	0.73	1	66	Left	33	98	1.28	2.12	0.83	79
04:12:30	Sleep	350	-1.09	1	68	Right	111	95	1.3	1.36	0.98	60
04:13:00	Sleep	210	-0.44	3	74	Right	44	98	1.55	2.16	1.08	67
04:13:30	Sleep	138	-0.46	3	65	Left	88	92	2.0	1.56	1.09	92
04:14:00	Wake	513	0.8	2	66	Upright	129	100	2.12	0.97	0.9	83
04:14:30	Sleep	305	-0.13	2	85	Right	66	94	1.37	2.02	0.88	64
04:15:00	Sleep	353	-0.75	2	71	Supine	198	96	0.76	1.49	0.88	86
04:15:30	Sleep	279	-1.53	0	75	Left	22	92	2.31	1.0	0.92	85
04:16:00	Sleep	341	0.6	3	62	Left	52	96	2.2	2.25	0.96	99
04:16:30	Sleep	176	0.07	1	76	Supine	190	91	1.54	1.41	0.91	84
04:17:00	Wake	396	-1.56	2	93	Upright	78	95	0.92	2.5	1.1	87
04:17:30	Wake	17	1.74	1	76	Upright	12	90	1.72	0.86	1.11	68
04:18:00	Wake	257	1.88	2	100	Supine	146	92	0.84	1.61	0.83	74
04:18:30	Sleep	303	-0.48	2	99	Supine	21	99	2.07	1.63	0.83	69
04:19:00	Wake	65	-1.34	2	67	Left	83	95	0.8	0.93	0.8	92
04:19:30	Wake	52	0.01	0	56	Right	185	91	2.2	0.55	0.99	99
04:20:00	Wake	555	1.91	1	63	Right	194	94	1.47	2.25	0.95	62
04:20:30	Wake	539	-0.04	3	60	Right	11	96	2.26	1.56	1.06	97
04:21:00	Wake	386	1.07	1	85	Upright	112	92	1.56	0.56	1.06	90
04:21:30	Sleep	169	-0.2	0	72	Supine	110	98	1.57	1.7	0.87	97
04:22:00	Sleep	504	0.7	0	75	Supine	160	98	1.88	0.92	0.91	86
04:22:30	Sleep	69	-0.21	2	97	Right	99	93	1.37	0.91	1.15	96
04:23:00	Sleep	343	0.03	1	58	Left	105	97	2.15	1.97	0.83	98
04:23:30	Wake	553	1.41	3	65	Supine	148	91	2.34	0.8	0.8	60
04:24:00	Sleep	535	-1.34	0	56	Upright	191	99	1.34	2.34	0.84	72
04:24:30	Wake	559	-0.22	2	86	Supine	141	100	0.66	2.19	0.98	79
04:25:00	Sleep	541	0.35	3	86	Supine	129	90	2.35	2.48	1.17	59
04:25:30	Sleep	70	-1.67	0	93	Right	26	94	1.9	1.47	0.94	59
04:26:00	Wake	100	-1.67	1	73	Supine	150	99	1.35	1.9	1.03	80
04:26:30	Sleep	323	2.0	3	82	Left	137	93	0.63	1.22	0.94	65
